,ages_ranges,audience,behavior,citizenship,genders,relationship_statuses,scholarities,timestamp,topic,location
25704,18-24,60,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25705,25-44,110,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25706,45+,0,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25707,18-24,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25708,25-44,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25709,45+,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25710,18-24,90,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25711,25-44,110,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25712,45+,0,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25713,18-24,0,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25714,25-44,60,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25715,45+,0,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25716,18-24,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25717,25-44,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25718,45+,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25719,18-24,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25720,25-44,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25721,45+,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25722,18-24,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25723,25-44,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25724,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25725,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25726,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25727,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25728,18-24,50,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25729,25-44,70,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25730,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25731,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25732,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25733,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25734,18-24,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25735,25-44,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25736,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25737,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25738,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25739,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,stroke heart disease,DZ
25740,18-24,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25741,25-44,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25742,45+,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25743,18-24,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25744,25-44,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25745,45+,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,stroke heart disease,DZ
25746,18-24,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25747,25-44,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25748,45+,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
25749,18-24,0,ALL,Nepal,2.0,NOTSELECTED,No Degree,1489924519,stroke heart disease,DZ
