,ages_ranges,genders,behavior,scholarities,audience,topic,country_code
1836,18-24,1,Expats,Graduated,863988,Peace,Alabama
1837,25-44,1,Expats,Graduated,714518,Peace,Alabama
1838,45+,1,Expats,Graduated,387713,Peace,Alabama
1839,18-24,2,Expats,Graduated,649126,Peace,Alabama
1840,25-44,2,Expats,Graduated,820891,Peace,Alabama
1841,45+,2,Expats,Graduated,602628,Peace,Alabama
1842,18-24,1,Expats,No Degree,689736,Peace,Alabama
1843,25-44,1,Expats,No Degree,144405,Peace,Alabama
1844,45+,1,Expats,No Degree,646188,Peace,Alabama
1845,18-24,2,Expats,No Degree,940362,Peace,Alabama
1846,25-44,2,Expats,No Degree,293233,Peace,Alabama
1847,45+,2,Expats,No Degree,627296,Peace,Alabama
1848,18-24,1,Expats,High School,448352,Peace,Alabama
1849,25-44,1,Expats,High School,64986,Peace,Alabama
1850,45+,1,Expats,High School,151189,Peace,Alabama
1851,18-24,2,Expats,High School,772670,Peace,Alabama
1852,25-44,2,Expats,High School,431982,Peace,Alabama
1853,45+,2,Expats,High School,830455,Peace,Alabama
1854,18-24,1,Locals,Graduated,284178,Peace,Alabama
1855,25-44,1,Locals,Graduated,586511,Peace,Alabama
1856,45+,1,Locals,Graduated,902545,Peace,Alabama
1857,18-24,2,Locals,Graduated,207646,Peace,Alabama
1858,25-44,2,Locals,Graduated,29809,Peace,Alabama
1859,45+,2,Locals,Graduated,582941,Peace,Alabama
1860,18-24,1,Locals,No Degree,938817,Peace,Alabama
1861,25-44,1,Locals,No Degree,229498,Peace,Alabama
1862,45+,1,Locals,No Degree,98462,Peace,Alabama
1863,18-24,2,Locals,No Degree,263236,Peace,Alabama
1864,25-44,2,Locals,No Degree,538678,Peace,Alabama
1865,45+,2,Locals,No Degree,506394,Peace,Alabama
1866,18-24,1,Locals,High School,584879,Peace,Alabama
1867,25-44,1,Locals,High School,366727,Peace,Alabama
1868,45+,1,Locals,High School,95806,Peace,Alabama
1869,18-24,2,Locals,High School,795593,Peace,Alabama
1870,25-44,2,Locals,High School,920429,Peace,Alabama
1871,45+,2,Locals,High School,165695,Peace,Alabama
1872,18-24,1,Expats,Graduated,577842,Peace,Alaska
1873,25-44,1,Expats,Graduated,51413,Peace,Alaska
1874,45+,1,Expats,Graduated,120696,Peace,Alaska
1875,18-24,2,Expats,Graduated,370775,Peace,Alaska
1876,25-44,2,Expats,Graduated,244458,Peace,Alaska
1877,45+,2,Expats,Graduated,589455,Peace,Alaska
1878,18-24,1,Expats,No Degree,336334,Peace,Alaska
1879,25-44,1,Expats,No Degree,367695,Peace,Alaska
1880,45+,1,Expats,No Degree,877382,Peace,Alaska
1881,18-24,2,Expats,No Degree,863787,Peace,Alaska
1882,25-44,2,Expats,No Degree,95043,Peace,Alaska
1883,45+,2,Expats,No Degree,240371,Peace,Alaska
1884,18-24,1,Expats,High School,969597,Peace,Alaska
1885,25-44,1,Expats,High School,78971,Peace,Alaska
1886,45+,1,Expats,High School,293691,Peace,Alaska
1887,18-24,2,Expats,High School,200315,Peace,Alaska
1888,25-44,2,Expats,High School,590435,Peace,Alaska
1889,45+,2,Expats,High School,486802,Peace,Alaska
