,ages_ranges,genders,behavior,scholarities,audience,topic,country_code
18360,18-24,1,Expats,Graduated,345327,All War,Alabama
18361,25-44,1,Expats,Graduated,385313,All War,Alabama
18362,45+,1,Expats,Graduated,286799,All War,Alabama
18363,18-24,2,Expats,Graduated,647155,All War,Alabama
18364,25-44,2,Expats,Graduated,203374,All War,Alabama
18365,45+,2,Expats,Graduated,361134,All War,Alabama
18366,18-24,1,Expats,No Degree,427872,All War,Alabama
18367,25-44,1,Expats,No Degree,931788,All War,Alabama
18368,45+,1,Expats,No Degree,390929,All War,Alabama
18369,18-24,2,Expats,No Degree,885702,All War,Alabama
18370,25-44,2,Expats,No Degree,4884,All War,Alabama
18371,45+,2,Expats,No Degree,713847,All War,Alabama
18372,18-24,1,Expats,High School,148330,All War,Alabama
18373,25-44,1,Expats,High School,877723,All War,Alabama
18374,45+,1,Expats,High School,584034,All War,Alabama
18375,18-24,2,Expats,High School,601035,All War,Alabama
18376,25-44,2,Expats,High School,566565,All War,Alabama
18377,45+,2,Expats,High School,71001,All War,Alabama
18378,18-24,1,Locals,Graduated,627342,All War,Alabama
18379,25-44,1,Locals,Graduated,147441,All War,Alabama
18380,45+,1,Locals,Graduated,631977,All War,Alabama
18381,18-24,2,Locals,Graduated,17213,All War,Alabama
18382,25-44,2,Locals,Graduated,608395,All War,Alabama
18383,45+,2,Locals,Graduated,228025,All War,Alabama
18384,18-24,1,Locals,No Degree,582404,All War,Alabama
18385,25-44,1,Locals,No Degree,62724,All War,Alabama
18386,45+,1,Locals,No Degree,198065,All War,Alabama
18387,18-24,2,Locals,No Degree,478768,All War,Alabama
18388,25-44,2,Locals,No Degree,937257,All War,Alabama
18389,45+,2,Locals,No Degree,990175,All War,Alabama
18390,18-24,1,Locals,High School,92383,All War,Alabama
18391,25-44,1,Locals,High School,569850,All War,Alabama
18392,45+,1,Locals,High School,903574,All War,Alabama
18393,18-24,2,Locals,High School,341106,All War,Alabama
18394,25-44,2,Locals,High School,737153,All War,Alabama
18395,45+,2,Locals,High School,229276,All War,Alabama
18396,18-24,1,Expats,Graduated,239159,All War,Alaska
18397,25-44,1,Expats,Graduated,332258,All War,Alaska
18398,45+,1,Expats,Graduated,926463,All War,Alaska
18399,18-24,2,Expats,Graduated,818572,All War,Alaska
18400,25-44,2,Expats,Graduated,405295,All War,Alaska
18401,45+,2,Expats,Graduated,350611,All War,Alaska
18402,18-24,1,Expats,No Degree,608273,All War,Alaska
18403,25-44,1,Expats,No Degree,205020,All War,Alaska
18404,45+,1,Expats,No Degree,246760,All War,Alaska
18405,18-24,2,Expats,No Degree,414074,All War,Alaska
18406,25-44,2,Expats,No Degree,886703,All War,Alaska
18407,45+,2,Expats,No Degree,166905,All War,Alaska
18408,18-24,1,Expats,High School,728991,All War,Alaska
18409,25-44,1,Expats,High School,349236,All War,Alaska
18410,45+,1,Expats,High School,704500,All War,Alaska
18411,18-24,2,Expats,High School,628698,All War,Alaska
18412,25-44,2,Expats,High School,204547,All War,Alaska
18413,45+,2,Expats,High School,753433,All War,Alaska
18414,18-24,1,Locals,Graduated,664645,All War,Alaska
18415,25-44,1,Locals,Graduated,892954,All War,Alaska
18416,45+,1,Locals,Graduated,953569,All War,Alaska
18417,18-24,2,Locals,Graduated,423377,All War,Alaska
18418,25-44,2,Locals,Graduated,843151,All War,Alaska
18419,45+,2,Locals,Graduated,798702,All War,Alaska
18420,18-24,1,Locals,No Degree,870701,All War,Alaska
18421,25-44,1,Locals,No Degree,911996,All War,Alaska
18422,45+,1,Locals,No Degree,74486,All War,Alaska
18423,18-24,2,Locals,No Degree,175151,All War,Alaska
18424,25-44,2,Locals,No Degree,501736,All War,Alaska
18425,45+,2,Locals,No Degree,790298,All War,Alaska
18426,18-24,1,Locals,High School,67005,All War,Alaska
18427,25-44,1,Locals,High School,397128,All War,Alaska
18428,45+,1,Locals,High School,825637,All War,Alaska
18429,18-24,2,Locals,High School,649737,All War,Alaska
18430,25-44,2,Locals,High School,944695,All War,Alaska
18431,45+,2,Locals,High School,373727,All War,Alaska
18432,18-24,1,Expats,Graduated,776307,All War,Arizona
18433,25-44,1,Expats,Graduated,483945,All War,Arizona
18434,45+,1,Expats,Graduated,566399,All War,Arizona
18435,18-24,2,Expats,Graduated,688010,All War,Arizona
18436,25-44,2,Expats,Graduated,643112,All War,Arizona
18437,45+,2,Expats,Graduated,232443,All War,Arizona
18438,18-24,1,Expats,No Degree,210971,All War,Arizona
18439,25-44,1,Expats,No Degree,956430,All War,Arizona
