,ages_ranges,genders,behavior,scholarities,audience,topic,country_code
5508,18-24,1,Expats,Graduated,944339,Social Moviment,Alabama
5509,25-44,1,Expats,Graduated,926422,Social Moviment,Alabama
5510,45+,1,Expats,Graduated,703270,Social Moviment,Alabama
5511,18-24,2,Expats,Graduated,394034,Social Moviment,Alabama
5512,25-44,2,Expats,Graduated,215486,Social Moviment,Alabama
5513,45+,2,Expats,Graduated,170628,Social Moviment,Alabama
5514,18-24,1,Expats,No Degree,426946,Social Moviment,Alabama
5515,25-44,1,Expats,No Degree,656260,Social Moviment,Alabama
5516,45+,1,Expats,No Degree,936644,Social Moviment,Alabama
5517,18-24,2,Expats,No Degree,380585,Social Moviment,Alabama
5518,25-44,2,Expats,No Degree,991883,Social Moviment,Alabama
5519,45+,2,Expats,No Degree,544101,Social Moviment,Alabama
5520,18-24,1,Expats,High School,66049,Social Moviment,Alabama
5521,25-44,1,Expats,High School,886306,Social Moviment,Alabama
5522,45+,1,Expats,High School,82013,Social Moviment,Alabama
5523,18-24,2,Expats,High School,300971,Social Moviment,Alabama
5524,25-44,2,Expats,High School,45103,Social Moviment,Alabama
5525,45+,2,Expats,High School,102021,Social Moviment,Alabama
5526,18-24,1,Locals,Graduated,836275,Social Moviment,Alabama
5527,25-44,1,Locals,Graduated,706715,Social Moviment,Alabama
5528,45+,1,Locals,Graduated,740984,Social Moviment,Alabama
5529,18-24,2,Locals,Graduated,841390,Social Moviment,Alabama
5530,25-44,2,Locals,Graduated,126060,Social Moviment,Alabama
5531,45+,2,Locals,Graduated,413600,Social Moviment,Alabama
5532,18-24,1,Locals,No Degree,348413,Social Moviment,Alabama
5533,25-44,1,Locals,No Degree,232108,Social Moviment,Alabama
5534,45+,1,Locals,No Degree,545094,Social Moviment,Alabama
5535,18-24,2,Locals,No Degree,962973,Social Moviment,Alabama
5536,25-44,2,Locals,No Degree,431852,Social Moviment,Alabama
5537,45+,2,Locals,No Degree,75020,Social Moviment,Alabama
5538,18-24,1,Locals,High School,666940,Social Moviment,Alabama
5539,25-44,1,Locals,High School,440591,Social Moviment,Alabama
5540,45+,1,Locals,High School,546749,Social Moviment,Alabama
5541,18-24,2,Locals,High School,275022,Social Moviment,Alabama
5542,25-44,2,Locals,High School,669440,Social Moviment,Alabama
5543,45+,2,Locals,High School,2528,Social Moviment,Alabama
5544,18-24,1,Expats,Graduated,625131,Social Moviment,Alaska
5545,25-44,1,Expats,Graduated,94964,Social Moviment,Alaska
5546,45+,1,Expats,Graduated,185390,Social Moviment,Alaska
5547,18-24,2,Expats,Graduated,324381,Social Moviment,Alaska
5548,25-44,2,Expats,Graduated,381656,Social Moviment,Alaska
5549,45+,2,Expats,Graduated,901548,Social Moviment,Alaska
5550,18-24,1,Expats,No Degree,723808,Social Moviment,Alaska
5551,25-44,1,Expats,No Degree,395443,Social Moviment,Alaska
5552,45+,1,Expats,No Degree,927632,Social Moviment,Alaska
5553,18-24,2,Expats,No Degree,527358,Social Moviment,Alaska
5554,25-44,2,Expats,No Degree,550792,Social Moviment,Alaska
5555,45+,2,Expats,No Degree,194727,Social Moviment,Alaska
5556,18-24,1,Expats,High School,262161,Social Moviment,Alaska
5557,25-44,1,Expats,High School,643855,Social Moviment,Alaska
5558,45+,1,Expats,High School,90811,Social Moviment,Alaska
5559,18-24,2,Expats,High School,1971,Social Moviment,Alaska
5560,25-44,2,Expats,High School,858010,Social Moviment,Alaska
5561,45+,2,Expats,High School,591186,Social Moviment,Alaska
5562,18-24,1,Locals,Graduated,17979,Social Moviment,Alaska
5563,25-44,1,Locals,Graduated,18475,Social Moviment,Alaska
5564,45+,1,Locals,Graduated,15115,Social Moviment,Alaska
5565,18-24,2,Locals,Graduated,807786,Social Moviment,Alaska
5566,25-44,2,Locals,Graduated,207517,Social Moviment,Alaska
5567,45+,2,Locals,Graduated,913111,Social Moviment,Alaska
5568,18-24,1,Locals,No Degree,576901,Social Moviment,Alaska
5569,25-44,1,Locals,No Degree,227165,Social Moviment,Alaska
5570,45+,1,Locals,No Degree,810375,Social Moviment,Alaska
5571,18-24,2,Locals,No Degree,697348,Social Moviment,Alaska
5572,25-44,2,Locals,No Degree,410749,Social Moviment,Alaska
5573,45+,2,Locals,No Degree,103844,Social Moviment,Alaska
5574,18-24,1,Locals,High School,681378,Social Moviment,Alaska
5575,25-44,1,Locals,High School,160908,Social Moviment,Alaska
5576,45+,1,Locals,High School,692992,Social Moviment,Alaska
5577,18-24,2,Locals,High School,231561,Social Moviment,Alaska
5578,25-44,2,Locals,High School,371617,Social Moviment,Alaska
5579,45+,2,Locals,High School,751973,Social Moviment,Alaska
5580,18-24,1,Expats,Graduated,476499,Social Moviment,Arizona
5581,25-44,1,Expats,Graduated,896684,Social Moviment,Arizona
5582,45+,1,Expats,Graduated,699170,Social Moviment,Arizona
5583,18-24,2,Expats,Graduated,438931,Social Moviment,Arizona
5584,25-44,2,Expats,Graduated,671820,Social Moviment,Arizona
5585,45+,2,Expats,Graduated,610710,Social Moviment,Arizona
5586,18-24,1,Expats,No Degree,126199,Social Moviment,Arizona
5587,25-44,1,Expats,No Degree,635966,Social Moviment,Arizona
5588,45+,1,Expats,No Degree,156037,Social Moviment,Arizona
5589,18-24,2,Expats,No Degree,222368,Social Moviment,Arizona
5590,25-44,2,Expats,No Degree,284895,Social Moviment,Arizona
5591,45+,2,Expats,No Degree,950505,Social Moviment,Arizona
5592,18-24,1,Expats,High School,4888,Social Moviment,Arizona
5593,25-44,1,Expats,High School,513073,Social Moviment,Arizona
5594,45+,1,Expats,High School,735771,Social Moviment,Arizona
5595,18-24,2,Expats,High School,307029,Social Moviment,Arizona
5596,25-44,2,Expats,High School,121761,Social Moviment,Arizona
5597,45+,2,Expats,High School,904175,Social Moviment,Arizona
5598,18-24,1,Locals,Graduated,770874,Social Moviment,Arizona
5599,25-44,1,Locals,Graduated,720609,Social Moviment,Arizona
5600,45+,1,Locals,Graduated,773436,Social Moviment,Arizona
5601,18-24,2,Locals,Graduated,503778,Social Moviment,Arizona
5602,25-44,2,Locals,Graduated,150198,Social Moviment,Arizona
5603,45+,2,Locals,Graduated,6964,Social Moviment,Arizona
5604,18-24,1,Locals,No Degree,466479,Social Moviment,Arizona
5605,25-44,1,Locals,No Degree,152906,Social Moviment,Arizona
5606,45+,1,Locals,No Degree,434989,Social Moviment,Arizona
5607,18-24,2,Locals,No Degree,936290,Social Moviment,Arizona
5608,25-44,2,Locals,No Degree,288904,Social Moviment,Arizona
5609,45+,2,Locals,No Degree,930561,Social Moviment,Arizona
5610,18-24,1,Locals,High School,868172,Social Moviment,Arizona
5611,25-44,1,Locals,High School,79988,Social Moviment,Arizona
5612,45+,1,Locals,High School,2400,Social Moviment,Arizona
5613,18-24,2,Locals,High School,96001,Social Moviment,Arizona
5614,25-44,2,Locals,High School,727824,Social Moviment,Arizona
5615,45+,2,Locals,High School,723554,Social Moviment,Arizona
5616,18-24,1,Expats,Graduated,945293,Social Moviment,Arkansas
5617,25-44,1,Expats,Graduated,772340,Social Moviment,Arkansas
5618,45+,1,Expats,Graduated,860261,Social Moviment,Arkansas
5619,18-24,2,Expats,Graduated,661459,Social Moviment,Arkansas
5620,25-44,2,Expats,Graduated,161264,Social Moviment,Arkansas
5621,45+,2,Expats,Graduated,310760,Social Moviment,Arkansas
5622,18-24,1,Expats,No Degree,101935,Social Moviment,Arkansas
5623,25-44,1,Expats,No Degree,349214,Social Moviment,Arkansas
5624,45+,1,Expats,No Degree,522989,Social Moviment,Arkansas
5625,18-24,2,Expats,No Degree,932545,Social Moviment,Arkansas
5626,25-44,2,Expats,No Degree,506245,Social Moviment,Arkansas
5627,45+,2,Expats,No Degree,797881,Social Moviment,Arkansas
5628,18-24,1,Expats,High School,908067,Social Moviment,Arkansas
5629,25-44,1,Expats,High School,537911,Social Moviment,Arkansas
5630,45+,1,Expats,High School,909231,Social Moviment,Arkansas
5631,18-24,2,Expats,High School,750800,Social Moviment,Arkansas
5632,25-44,2,Expats,High School,263889,Social Moviment,Arkansas
5633,45+,2,Expats,High School,701952,Social Moviment,Arkansas
5634,18-24,1,Locals,Graduated,22905,Social Moviment,Arkansas
5635,25-44,1,Locals,Graduated,815559,Social Moviment,Arkansas
5636,45+,1,Locals,Graduated,849895,Social Moviment,Arkansas
5637,18-24,2,Locals,Graduated,806213,Social Moviment,Arkansas
5638,25-44,2,Locals,Graduated,748433,Social Moviment,Arkansas
5639,45+,2,Locals,Graduated,546966,Social Moviment,Arkansas
5640,18-24,1,Locals,No Degree,232053,Social Moviment,Arkansas
5641,25-44,1,Locals,No Degree,882634,Social Moviment,Arkansas
5642,45+,1,Locals,No Degree,330475,Social Moviment,Arkansas
5643,18-24,2,Locals,No Degree,362989,Social Moviment,Arkansas
5644,25-44,2,Locals,No Degree,423542,Social Moviment,Arkansas
5645,45+,2,Locals,No Degree,89364,Social Moviment,Arkansas
5646,18-24,1,Locals,High School,715535,Social Moviment,Arkansas
5647,25-44,1,Locals,High School,419087,Social Moviment,Arkansas
5648,45+,1,Locals,High School,442374,Social Moviment,Arkansas
5649,18-24,2,Locals,High School,610673,Social Moviment,Arkansas
5650,25-44,2,Locals,High School,821813,Social Moviment,Arkansas
5651,45+,2,Locals,High School,845355,Social Moviment,Arkansas
5652,18-24,1,Expats,Graduated,846059,Social Moviment,California
5653,25-44,1,Expats,Graduated,364030,Social Moviment,California
5654,45+,1,Expats,Graduated,354141,Social Moviment,California
5655,18-24,2,Expats,Graduated,980458,Social Moviment,California
5656,25-44,2,Expats,Graduated,852169,Social Moviment,California
5657,45+,2,Expats,Graduated,210798,Social Moviment,California
5658,18-24,1,Expats,No Degree,220309,Social Moviment,California
5659,25-44,1,Expats,No Degree,779132,Social Moviment,California
5660,45+,1,Expats,No Degree,498459,Social Moviment,California
5661,18-24,2,Expats,No Degree,783614,Social Moviment,California
5662,25-44,2,Expats,No Degree,48261,Social Moviment,California
5663,45+,2,Expats,No Degree,642121,Social Moviment,California
5664,18-24,1,Expats,High School,211465,Social Moviment,California
5665,25-44,1,Expats,High School,405799,Social Moviment,California
5666,45+,1,Expats,High School,281595,Social Moviment,California
5667,18-24,2,Expats,High School,724501,Social Moviment,California
5668,25-44,2,Expats,High School,98737,Social Moviment,California
5669,45+,2,Expats,High School,543630,Social Moviment,California
5670,18-24,1,Locals,Graduated,612562,Social Moviment,California
5671,25-44,1,Locals,Graduated,881989,Social Moviment,California
5672,45+,1,Locals,Graduated,862757,Social Moviment,California
5673,18-24,2,Locals,Graduated,425550,Social Moviment,California
5674,25-44,2,Locals,Graduated,700512,Social Moviment,California
5675,45+,2,Locals,Graduated,781436,Social Moviment,California
5676,18-24,1,Locals,No Degree,376892,Social Moviment,California
5677,25-44,1,Locals,No Degree,173811,Social Moviment,California
5678,45+,1,Locals,No Degree,25427,Social Moviment,California
5679,18-24,2,Locals,No Degree,252375,Social Moviment,California
5680,25-44,2,Locals,No Degree,215984,Social Moviment,California
5681,45+,2,Locals,No Degree,733795,Social Moviment,California
5682,18-24,1,Locals,High School,983769,Social Moviment,California
5683,25-44,1,Locals,High School,882227,Social Moviment,California
5684,45+,1,Locals,High School,899575,Social Moviment,California
5685,18-24,2,Locals,High School,291219,Social Moviment,California
5686,25-44,2,Locals,High School,925209,Social Moviment,California
5687,45+,2,Locals,High School,519750,Social Moviment,California
5688,18-24,1,Expats,Graduated,419048,Social Moviment,Colorado
5689,25-44,1,Expats,Graduated,757184,Social Moviment,Colorado
5690,45+,1,Expats,Graduated,619200,Social Moviment,Colorado
5691,18-24,2,Expats,Graduated,644288,Social Moviment,Colorado
5692,25-44,2,Expats,Graduated,478578,Social Moviment,Colorado
5693,45+,2,Expats,Graduated,564654,Social Moviment,Colorado
5694,18-24,1,Expats,No Degree,132089,Social Moviment,Colorado
5695,25-44,1,Expats,No Degree,21749,Social Moviment,Colorado
5696,45+,1,Expats,No Degree,126545,Social Moviment,Colorado
5697,18-24,2,Expats,No Degree,239388,Social Moviment,Colorado
5698,25-44,2,Expats,No Degree,367601,Social Moviment,Colorado
5699,45+,2,Expats,No Degree,120532,Social Moviment,Colorado
5700,18-24,1,Expats,High School,963154,Social Moviment,Colorado
5701,25-44,1,Expats,High School,118471,Social Moviment,Colorado
5702,45+,1,Expats,High School,15290,Social Moviment,Colorado
5703,18-24,2,Expats,High School,889609,Social Moviment,Colorado
5704,25-44,2,Expats,High School,257633,Social Moviment,Colorado
5705,45+,2,Expats,High School,803317,Social Moviment,Colorado
5706,18-24,1,Locals,Graduated,344161,Social Moviment,Colorado
5707,25-44,1,Locals,Graduated,791602,Social Moviment,Colorado
5708,45+,1,Locals,Graduated,691398,Social Moviment,Colorado
5709,18-24,2,Locals,Graduated,914250,Social Moviment,Colorado
5710,25-44,2,Locals,Graduated,305730,Social Moviment,Colorado
5711,45+,2,Locals,Graduated,77267,Social Moviment,Colorado
5712,18-24,1,Locals,No Degree,642013,Social Moviment,Colorado
5713,25-44,1,Locals,No Degree,293349,Social Moviment,Colorado
5714,45+,1,Locals,No Degree,409860,Social Moviment,Colorado
5715,18-24,2,Locals,No Degree,846878,Social Moviment,Colorado
5716,25-44,2,Locals,No Degree,610625,Social Moviment,Colorado
5717,45+,2,Locals,No Degree,940537,Social Moviment,Colorado
5718,18-24,1,Locals,High School,294963,Social Moviment,Colorado
5719,25-44,1,Locals,High School,610496,Social Moviment,Colorado
5720,45+,1,Locals,High School,454920,Social Moviment,Colorado
5721,18-24,2,Locals,High School,585701,Social Moviment,Colorado
5722,25-44,2,Locals,High School,888266,Social Moviment,Colorado
5723,45+,2,Locals,High School,93696,Social Moviment,Colorado
5724,18-24,1,Expats,Graduated,750958,Social Moviment,Connecticut
5725,25-44,1,Expats,Graduated,857205,Social Moviment,Connecticut
5726,45+,1,Expats,Graduated,66909,Social Moviment,Connecticut
5727,18-24,2,Expats,Graduated,519345,Social Moviment,Connecticut
5728,25-44,2,Expats,Graduated,671032,Social Moviment,Connecticut
5729,45+,2,Expats,Graduated,573297,Social Moviment,Connecticut
5730,18-24,1,Expats,No Degree,913254,Social Moviment,Connecticut
5731,25-44,1,Expats,No Degree,719738,Social Moviment,Connecticut
5732,45+,1,Expats,No Degree,742287,Social Moviment,Connecticut
5733,18-24,2,Expats,No Degree,110741,Social Moviment,Connecticut
5734,25-44,2,Expats,No Degree,931297,Social Moviment,Connecticut
5735,45+,2,Expats,No Degree,245313,Social Moviment,Connecticut
5736,18-24,1,Expats,High School,489554,Social Moviment,Connecticut
5737,25-44,1,Expats,High School,942473,Social Moviment,Connecticut
5738,45+,1,Expats,High School,872510,Social Moviment,Connecticut
5739,18-24,2,Expats,High School,300517,Social Moviment,Connecticut
5740,25-44,2,Expats,High School,597620,Social Moviment,Connecticut
5741,45+,2,Expats,High School,851504,Social Moviment,Connecticut
5742,18-24,1,Locals,Graduated,966798,Social Moviment,Connecticut
5743,25-44,1,Locals,Graduated,376649,Social Moviment,Connecticut
