,ages_ranges,genders,behavior,scholarities,audience,topic,country_code
11016,18-24,1,Expats,Graduated,117575,Firearm or Gun,Alabama
11017,25-44,1,Expats,Graduated,431653,Firearm or Gun,Alabama
11018,45+,1,Expats,Graduated,938892,Firearm or Gun,Alabama
11019,18-24,2,Expats,Graduated,440729,Firearm or Gun,Alabama
11020,25-44,2,Expats,Graduated,342789,Firearm or Gun,Alabama
11021,45+,2,Expats,Graduated,175648,Firearm or Gun,Alabama
11022,18-24,1,Expats,No Degree,634257,Firearm or Gun,Alabama
11023,25-44,1,Expats,No Degree,248322,Firearm or Gun,Alabama
11024,45+,1,Expats,No Degree,146913,Firearm or Gun,Alabama
11025,18-24,2,Expats,No Degree,993808,Firearm or Gun,Alabama
11026,25-44,2,Expats,No Degree,575183,Firearm or Gun,Alabama
11027,45+,2,Expats,No Degree,21796,Firearm or Gun,Alabama
11028,18-24,1,Expats,High School,905661,Firearm or Gun,Alabama
11029,25-44,1,Expats,High School,842126,Firearm or Gun,Alabama
11030,45+,1,Expats,High School,918404,Firearm or Gun,Alabama
11031,18-24,2,Expats,High School,61066,Firearm or Gun,Alabama
11032,25-44,2,Expats,High School,965827,Firearm or Gun,Alabama
11033,45+,2,Expats,High School,471417,Firearm or Gun,Alabama
11034,18-24,1,Locals,Graduated,660384,Firearm or Gun,Alabama
11035,25-44,1,Locals,Graduated,356132,Firearm or Gun,Alabama
11036,45+,1,Locals,Graduated,638226,Firearm or Gun,Alabama
11037,18-24,2,Locals,Graduated,92021,Firearm or Gun,Alabama
11038,25-44,2,Locals,Graduated,839449,Firearm or Gun,Alabama
11039,45+,2,Locals,Graduated,585862,Firearm or Gun,Alabama
11040,18-24,1,Locals,No Degree,977391,Firearm or Gun,Alabama
11041,25-44,1,Locals,No Degree,574291,Firearm or Gun,Alabama
11042,45+,1,Locals,No Degree,78926,Firearm or Gun,Alabama
11043,18-24,2,Locals,No Degree,176658,Firearm or Gun,Alabama
11044,25-44,2,Locals,No Degree,6753,Firearm or Gun,Alabama
11045,45+,2,Locals,No Degree,402784,Firearm or Gun,Alabama
11046,18-24,1,Locals,High School,374208,Firearm or Gun,Alabama
11047,25-44,1,Locals,High School,935608,Firearm or Gun,Alabama
11048,45+,1,Locals,High School,415244,Firearm or Gun,Alabama
11049,18-24,2,Locals,High School,342146,Firearm or Gun,Alabama
11050,25-44,2,Locals,High School,547507,Firearm or Gun,Alabama
11051,45+,2,Locals,High School,180318,Firearm or Gun,Alabama
11052,18-24,1,Expats,Graduated,23092,Firearm or Gun,Alaska
11053,25-44,1,Expats,Graduated,588515,Firearm or Gun,Alaska
11054,45+,1,Expats,Graduated,86334,Firearm or Gun,Alaska
11055,18-24,2,Expats,Graduated,996471,Firearm or Gun,Alaska
11056,25-44,2,Expats,Graduated,442827,Firearm or Gun,Alaska
11057,45+,2,Expats,Graduated,877299,Firearm or Gun,Alaska
11058,18-24,1,Expats,No Degree,461195,Firearm or Gun,Alaska
11059,25-44,1,Expats,No Degree,49347,Firearm or Gun,Alaska
11060,45+,1,Expats,No Degree,913587,Firearm or Gun,Alaska
11061,18-24,2,Expats,No Degree,339835,Firearm or Gun,Alaska
11062,25-44,2,Expats,No Degree,244374,Firearm or Gun,Alaska
11063,45+,2,Expats,No Degree,250576,Firearm or Gun,Alaska
11064,18-24,1,Expats,High School,286750,Firearm or Gun,Alaska
11065,25-44,1,Expats,High School,161003,Firearm or Gun,Alaska
