,ages_ranges,genders,behavior,scholarities,audience,topic,country_code
16524,18-24,1,Expats,Graduated,122813,All Peace,Alabama
16525,25-44,1,Expats,Graduated,725904,All Peace,Alabama
16526,45+,1,Expats,Graduated,431141,All Peace,Alabama
16527,18-24,2,Expats,Graduated,392522,All Peace,Alabama
16528,25-44,2,Expats,Graduated,390352,All Peace,Alabama
16529,45+,2,Expats,Graduated,985843,All Peace,Alabama
16530,18-24,1,Expats,No Degree,591462,All Peace,Alabama
16531,25-44,1,Expats,No Degree,958790,All Peace,Alabama
16532,45+,1,Expats,No Degree,483863,All Peace,Alabama
16533,18-24,2,Expats,No Degree,194245,All Peace,Alabama
16534,25-44,2,Expats,No Degree,289022,All Peace,Alabama
16535,45+,2,Expats,No Degree,245223,All Peace,Alabama
16536,18-24,1,Expats,High School,161252,All Peace,Alabama
16537,25-44,1,Expats,High School,831353,All Peace,Alabama
16538,45+,1,Expats,High School,206748,All Peace,Alabama
16539,18-24,2,Expats,High School,870541,All Peace,Alabama
16540,25-44,2,Expats,High School,726984,All Peace,Alabama
16541,45+,2,Expats,High School,550669,All Peace,Alabama
16542,18-24,1,Locals,Graduated,663625,All Peace,Alabama
16543,25-44,1,Locals,Graduated,336635,All Peace,Alabama
16544,45+,1,Locals,Graduated,162326,All Peace,Alabama
16545,18-24,2,Locals,Graduated,233440,All Peace,Alabama
16546,25-44,2,Locals,Graduated,61730,All Peace,Alabama
16547,45+,2,Locals,Graduated,775902,All Peace,Alabama
16548,18-24,1,Locals,No Degree,294149,All Peace,Alabama
16549,25-44,1,Locals,No Degree,511077,All Peace,Alabama
16550,45+,1,Locals,No Degree,879742,All Peace,Alabama
16551,18-24,2,Locals,No Degree,14615,All Peace,Alabama
16552,25-44,2,Locals,No Degree,4674,All Peace,Alabama
16553,45+,2,Locals,No Degree,784774,All Peace,Alabama
16554,18-24,1,Locals,High School,745568,All Peace,Alabama
16555,25-44,1,Locals,High School,693265,All Peace,Alabama
16556,45+,1,Locals,High School,799888,All Peace,Alabama
16557,18-24,2,Locals,High School,973957,All Peace,Alabama
16558,25-44,2,Locals,High School,65257,All Peace,Alabama
16559,45+,2,Locals,High School,199730,All Peace,Alabama
16560,18-24,1,Expats,Graduated,874919,All Peace,Alaska
16561,25-44,1,Expats,Graduated,359801,All Peace,Alaska
16562,45+,1,Expats,Graduated,825121,All Peace,Alaska
16563,18-24,2,Expats,Graduated,655810,All Peace,Alaska
16564,25-44,2,Expats,Graduated,95598,All Peace,Alaska
16565,45+,2,Expats,Graduated,48177,All Peace,Alaska
16566,18-24,1,Expats,No Degree,973639,All Peace,Alaska
16567,25-44,1,Expats,No Degree,896949,All Peace,Alaska
16568,45+,1,Expats,No Degree,391439,All Peace,Alaska
16569,18-24,2,Expats,No Degree,866120,All Peace,Alaska
16570,25-44,2,Expats,No Degree,94149,All Peace,Alaska
16571,45+,2,Expats,No Degree,610781,All Peace,Alaska
16572,18-24,1,Expats,High School,208779,All Peace,Alaska
16573,25-44,1,Expats,High School,372565,All Peace,Alaska
16574,45+,1,Expats,High School,419036,All Peace,Alaska
16575,18-24,2,Expats,High School,568424,All Peace,Alaska
16576,25-44,2,Expats,High School,227460,All Peace,Alaska
16577,45+,2,Expats,High School,288264,All Peace,Alaska
16578,18-24,1,Locals,Graduated,537218,All Peace,Alaska
16579,25-44,1,Locals,Graduated,813246,All Peace,Alaska
16580,45+,1,Locals,Graduated,46305,All Peace,Alaska
16581,18-24,2,Locals,Graduated,924143,All Peace,Alaska
16582,25-44,2,Locals,Graduated,319737,All Peace,Alaska
16583,45+,2,Locals,Graduated,824231,All Peace,Alaska
16584,18-24,1,Locals,No Degree,528119,All Peace,Alaska
16585,25-44,1,Locals,No Degree,783974,All Peace,Alaska
16586,45+,1,Locals,No Degree,179387,All Peace,Alaska
16587,18-24,2,Locals,No Degree,131709,All Peace,Alaska
16588,25-44,2,Locals,No Degree,400767,All Peace,Alaska
16589,45+,2,Locals,No Degree,517585,All Peace,Alaska
16590,18-24,1,Locals,High School,121029,All Peace,Alaska
16591,25-44,1,Locals,High School,43404,All Peace,Alaska
16592,45+,1,Locals,High School,303781,All Peace,Alaska
16593,18-24,2,Locals,High School,549237,All Peace,Alaska
16594,25-44,2,Locals,High School,813930,All Peace,Alaska
16595,45+,2,Locals,High School,231172,All Peace,Alaska
16596,18-24,1,Expats,Graduated,280685,All Peace,Arizona
16597,25-44,1,Expats,Graduated,222212,All Peace,Arizona
16598,45+,1,Expats,Graduated,851728,All Peace,Arizona
16599,18-24,2,Expats,Graduated,286736,All Peace,Arizona
16600,25-44,2,Expats,Graduated,88813,All Peace,Arizona
16601,45+,2,Expats,Graduated,387324,All Peace,Arizona
16602,18-24,1,Expats,No Degree,549327,All Peace,Arizona
16603,25-44,1,Expats,No Degree,15614,All Peace,Arizona
