,ages_ranges,audience,behavior,citizenship,genders,relationship_statuses,scholarities,timestamp,topic,location
8568,18-24,540,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8569,25-44,830,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8570,45+,100,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8571,18-24,190,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8572,25-44,140,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8573,45+,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8574,18-24,370,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,physical activity,DZ
8575,25-44,650,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,physical activity,DZ
8576,45+,90,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,physical activity,DZ
8577,18-24,180,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,physical activity,DZ
8578,25-44,200,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,physical activity,DZ
8579,45+,40,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,physical activity,DZ
8580,18-24,190,ALL,India,1.0,NOTSELECTED,High School,1489924519,physical activity,DZ
8581,25-44,100,ALL,India,1.0,NOTSELECTED,High School,1489924519,physical activity,DZ
8582,45+,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,physical activity,DZ
8583,18-24,80,ALL,India,2.0,NOTSELECTED,High School,1489924519,physical activity,DZ
8584,25-44,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,physical activity,DZ
8585,45+,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,physical activity,DZ
8586,18-24,210,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8587,25-44,250,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8588,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8589,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8590,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8591,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,physical activity,DZ
8592,18-24,130,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,physical activity,DZ
