,ages_ranges,audience,behavior,citizenship,genders,relationship_statuses,scholarities,timestamp,topic,location
0,18-24,1600,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
1,25-44,3100,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
2,45+,460,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
3,18-24,1000,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
4,25-44,830,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
5,45+,90,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
6,18-24,3000,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
7,25-44,6000,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
8,45+,930,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
9,18-24,2300,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
10,25-44,1800,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
11,45+,170,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
12,18-24,720,ALL,India,1.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
13,25-44,630,ALL,India,1.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
14,45+,130,ALL,India,1.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
15,18-24,640,ALL,India,2.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
16,25-44,200,ALL,India,2.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
17,45+,40,ALL,India,2.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
18,18-24,680,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
19,25-44,1100,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
20,45+,100,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
21,18-24,290,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
22,25-44,150,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
23,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
24,18-24,1700,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
25,25-44,3000,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
26,45+,500,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
27,18-24,810,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
28,25-44,560,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
29,45+,40,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
30,18-24,200,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
31,25-44,270,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
32,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
33,18-24,90,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
34,25-44,70,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
35,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,NOTSELECTED,DZ
36,18-24,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
37,25-44,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
38,45+,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
39,18-24,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
40,25-44,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
41,45+,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,NOTSELECTED,DZ
42,18-24,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,NOTSELECTED,DZ
