,ages_ranges,audience,behavior,citizenship,genders,relationship_statuses,scholarities,timestamp,topic,location
10710,18-24,50,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10711,25-44,60,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10712,45+,0,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10713,18-24,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10714,25-44,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10715,45+,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10716,18-24,0,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10717,25-44,90,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10718,45+,0,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10719,18-24,0,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10720,25-44,40,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10721,45+,0,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10722,18-24,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10723,25-44,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10724,45+,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10725,18-24,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10726,25-44,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10727,45+,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10728,18-24,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10729,25-44,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10730,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10731,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10732,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10733,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10734,18-24,0,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10735,25-44,0,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10736,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10737,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10738,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10739,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10740,18-24,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10741,25-44,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10742,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10743,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10744,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10745,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10746,18-24,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10747,25-44,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10748,45+,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10749,18-24,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10750,25-44,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10751,45+,0,ALL,Nepal,2.0,NOTSELECTED,Graduated,1489924519,diabetes awareness,DZ
10752,18-24,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10753,25-44,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10754,45+,0,ALL,Nepal,1.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10755,18-24,0,ALL,Nepal,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10756,25-44,0,ALL,Nepal,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10757,45+,0,ALL,Nepal,2.0,NOTSELECTED,No Degree,1489924519,diabetes awareness,DZ
10758,18-24,0,ALL,Nepal,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10759,25-44,0,ALL,Nepal,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10760,45+,0,ALL,Nepal,1.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10761,18-24,0,ALL,Nepal,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10762,25-44,0,ALL,Nepal,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
10763,45+,0,ALL,Nepal,2.0,NOTSELECTED,High School,1489924519,diabetes awareness,DZ
