,ages_ranges,audience,behavior,citizenship,genders,relationship_statuses,scholarities,timestamp,topic,location
4284,18-24,90,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4285,25-44,210,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4286,45+,30,ALL,India,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4287,18-24,30,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4288,25-44,60,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4289,45+,0,ALL,India,2.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4290,18-24,100,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4291,25-44,270,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4292,45+,40,ALL,India,1.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4293,18-24,70,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4294,25-44,80,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4295,45+,0,ALL,India,2.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4296,18-24,30,ALL,India,1.0,NOTSELECTED,High School,1489924519,health care,DZ
4297,25-44,30,ALL,India,1.0,NOTSELECTED,High School,1489924519,health care,DZ
4298,45+,0,ALL,India,1.0,NOTSELECTED,High School,1489924519,health care,DZ
4299,18-24,40,ALL,India,2.0,NOTSELECTED,High School,1489924519,health care,DZ
4300,25-44,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,health care,DZ
4301,45+,0,ALL,India,2.0,NOTSELECTED,High School,1489924519,health care,DZ
4302,18-24,60,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4303,25-44,50,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4304,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4305,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4306,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4307,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4308,18-24,90,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4309,25-44,140,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4310,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4311,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4312,25-44,40,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4313,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,No Degree,1489924519,health care,DZ
4314,18-24,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,health care,DZ
4315,25-44,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,health care,DZ
4316,45+,0,ALL,Bangladesh,1.0,NOTSELECTED,High School,1489924519,health care,DZ
4317,18-24,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,health care,DZ
4318,25-44,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,health care,DZ
4319,45+,0,ALL,Bangladesh,2.0,NOTSELECTED,High School,1489924519,health care,DZ
4320,18-24,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4321,25-44,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
4322,45+,0,ALL,Nepal,1.0,NOTSELECTED,Graduated,1489924519,health care,DZ
