,ages_ranges,genders,behavior,scholarities,audience,topic,country_code
9180,18-24,1,Expats,Graduated,757739,War,Alabama
9181,25-44,1,Expats,Graduated,878020,War,Alabama
9182,45+,1,Expats,Graduated,346456,War,Alabama
9183,18-24,2,Expats,Graduated,267167,War,Alabama
9184,25-44,2,Expats,Graduated,635225,War,Alabama
9185,45+,2,Expats,Graduated,269150,War,Alabama
9186,18-24,1,Expats,No Degree,860980,War,Alabama
9187,25-44,1,Expats,No Degree,379180,War,Alabama
9188,45+,1,Expats,No Degree,62532,War,Alabama
9189,18-24,2,Expats,No Degree,627108,War,Alabama
9190,25-44,2,Expats,No Degree,862662,War,Alabama
9191,45+,2,Expats,No Degree,727253,War,Alabama
9192,18-24,1,Expats,High School,412838,War,Alabama
9193,25-44,1,Expats,High School,786027,War,Alabama
9194,45+,1,Expats,High School,5752,War,Alabama
9195,18-24,2,Expats,High School,566700,War,Alabama
9196,25-44,2,Expats,High School,954065,War,Alabama
9197,45+,2,Expats,High School,569330,War,Alabama
9198,18-24,1,Locals,Graduated,439417,War,Alabama
9199,25-44,1,Locals,Graduated,938580,War,Alabama
9200,45+,1,Locals,Graduated,743056,War,Alabama
9201,18-24,2,Locals,Graduated,432752,War,Alabama
9202,25-44,2,Locals,Graduated,829404,War,Alabama
9203,45+,2,Locals,Graduated,114912,War,Alabama
9204,18-24,1,Locals,No Degree,188818,War,Alabama
9205,25-44,1,Locals,No Degree,834065,War,Alabama
9206,45+,1,Locals,No Degree,431655,War,Alabama
9207,18-24,2,Locals,No Degree,562306,War,Alabama
9208,25-44,2,Locals,No Degree,679195,War,Alabama
9209,45+,2,Locals,No Degree,213726,War,Alabama
9210,18-24,1,Locals,High School,225274,War,Alabama
9211,25-44,1,Locals,High School,899213,War,Alabama
9212,45+,1,Locals,High School,580634,War,Alabama
9213,18-24,2,Locals,High School,941551,War,Alabama
9214,25-44,2,Locals,High School,44566,War,Alabama
9215,45+,2,Locals,High School,675591,War,Alabama
9216,18-24,1,Expats,Graduated,587916,War,Alaska
9217,25-44,1,Expats,Graduated,380887,War,Alaska
9218,45+,1,Expats,Graduated,831519,War,Alaska
9219,18-24,2,Expats,Graduated,676170,War,Alaska
9220,25-44,2,Expats,Graduated,131604,War,Alaska
9221,45+,2,Expats,Graduated,43257,War,Alaska
9222,18-24,1,Expats,No Degree,459154,War,Alaska
9223,25-44,1,Expats,No Degree,443573,War,Alaska
9224,45+,1,Expats,No Degree,11991,War,Alaska
9225,18-24,2,Expats,No Degree,856954,War,Alaska
9226,25-44,2,Expats,No Degree,931053,War,Alaska
9227,45+,2,Expats,No Degree,286267,War,Alaska
9228,18-24,1,Expats,High School,408530,War,Alaska
9229,25-44,1,Expats,High School,643011,War,Alaska
9230,45+,1,Expats,High School,63831,War,Alaska
9231,18-24,2,Expats,High School,596519,War,Alaska
9232,25-44,2,Expats,High School,399122,War,Alaska
