,age_range,gender,citizenship,scholarity,audience,topic,country_code
6732,18-24,Male,Expats,Graduated,14000,mental disease depression,DZ
6733,25-44,Male,Expats,Graduated,14000,mental disease depression,DZ
6734,45+,Male,Expats,Graduated,1900,mental disease depression,DZ
6735,18-24,Female,Expats,Graduated,5900,mental disease depression,DZ
6736,25-44,Female,Expats,Graduated,4000,mental disease depression,DZ
6737,45+,Female,Expats,Graduated,800,mental disease depression,DZ
6738,18-24,Male,Expats,No Degree,7100,mental disease depression,DZ
6739,25-44,Male,Expats,No Degree,12000,mental disease depression,DZ
6740,45+,Male,Expats,No Degree,2100,mental disease depression,DZ
6741,18-24,Female,Expats,No Degree,4100,mental disease depression,DZ
6742,25-44,Female,Expats,No Degree,4800,mental disease depression,DZ
6743,45+,Female,Expats,No Degree,1200,mental disease depression,DZ
6744,18-24,Male,Expats,High School,5100,mental disease depression,DZ
6745,25-44,Male,Expats,High School,3500,mental disease depression,DZ
6746,45+,Male,Expats,High School,570,mental disease depression,DZ
6747,18-24,Female,Expats,High School,2700,mental disease depression,DZ
6748,25-44,Female,Expats,High School,1200,mental disease depression,DZ
6749,45+,Female,Expats,High School,360,mental disease depression,DZ
6750,18-24,Male,Locals,Graduated,62000,mental disease depression,DZ
6751,25-44,Male,Locals,Graduated,100000,mental disease depression,DZ
6752,45+,Male,Locals,Graduated,11000,mental disease depression,DZ
6753,18-24,Female,Locals,Graduated,51000,mental disease depression,DZ
6754,25-44,Female,Locals,Graduated,61000,mental disease depression,DZ
6755,45+,Female,Locals,Graduated,5900,mental disease depression,DZ
6756,18-24,Male,Locals,No Degree,64000,mental disease depression,DZ
6757,25-44,Male,Locals,No Degree,130000,mental disease depression,DZ
6758,45+,Male,Locals,No Degree,18000,mental disease depression,DZ
6759,18-24,Female,Locals,No Degree,53000,mental disease depression,DZ
6760,25-44,Female,Locals,No Degree,72000,mental disease depression,DZ
6761,45+,Female,Locals,No Degree,11000,mental disease depression,DZ
6762,18-24,Male,Locals,High School,29000,mental disease depression,DZ
6763,25-44,Male,Locals,High School,30000,mental disease depression,DZ
6764,45+,Male,Locals,High School,4100,mental disease depression,DZ
6765,18-24,Female,Locals,High School,25000,mental disease depression,DZ
6766,25-44,Female,Locals,High School,15000,mental disease depression,DZ
6767,45+,Female,Locals,High School,2900,mental disease depression,DZ
6768,18-24,Male,Expats,Graduated,640,mental disease depression,BH
6769,25-44,Male,Expats,Graduated,1900,mental disease depression,BH
6770,45+,Male,Expats,Graduated,380,mental disease depression,BH
6771,18-24,Female,Expats,Graduated,470,mental disease depression,BH
6772,25-44,Female,Expats,Graduated,2900,mental disease depression,BH
6773,45+,Female,Expats,Graduated,540,mental disease depression,BH
6774,18-24,Male,Expats,No Degree,690,mental disease depression,BH
6775,25-44,Male,Expats,No Degree,1400,mental disease depression,BH
6776,45+,Male,Expats,No Degree,450,mental disease depression,BH
6777,18-24,Female,Expats,No Degree,320,mental disease depression,BH
6778,25-44,Female,Expats,No Degree,940,mental disease depression,BH
6779,45+,Female,Expats,No Degree,220,mental disease depression,BH
6780,18-24,Male,Expats,High School,350,mental disease depression,BH
6781,25-44,Male,Expats,High School,600,mental disease depression,BH
6782,45+,Male,Expats,High School,120,mental disease depression,BH
6783,18-24,Female,Expats,High School,260,mental disease depression,BH
6784,25-44,Female,Expats,High School,840,mental disease depression,BH
6785,45+,Female,Expats,High School,120,mental disease depression,BH
6786,18-24,Male,Locals,Graduated,130,mental disease depression,BH
6787,25-44,Male,Locals,Graduated,250,mental disease depression,BH
6788,45+,Male,Locals,Graduated,30,mental disease depression,BH
6789,18-24,Female,Locals,Graduated,180,mental disease depression,BH
6790,25-44,Female,Locals,Graduated,570,mental disease depression,BH
6791,45+,Female,Locals,Graduated,90,mental disease depression,BH
6792,18-24,Male,Locals,No Degree,80,mental disease depression,BH
6793,25-44,Male,Locals,No Degree,140,mental disease depression,BH
6794,45+,Male,Locals,No Degree,40,mental disease depression,BH
6795,18-24,Female,Locals,No Degree,170,mental disease depression,BH
6796,25-44,Female,Locals,No Degree,430,mental disease depression,BH
6797,45+,Female,Locals,No Degree,60,mental disease depression,BH
6798,18-24,Male,Locals,High School,70,mental disease depression,BH
6799,25-44,Male,Locals,High School,80,mental disease depression,BH
6800,45+,Male,Locals,High School,20,mental disease depression,BH
6801,18-24,Female,Locals,High School,130,mental disease depression,BH
6802,25-44,Female,Locals,High School,110,mental disease depression,BH
6803,45+,Female,Locals,High School,20,mental disease depression,BH
6804,18-24,Male,Expats,Graduated,10000,mental disease depression,EG
6805,25-44,Male,Expats,Graduated,16000,mental disease depression,EG
6806,45+,Male,Expats,Graduated,4200,mental disease depression,EG
6807,18-24,Female,Expats,Graduated,6200,mental disease depression,EG
6808,25-44,Female,Expats,Graduated,11000,mental disease depression,EG
6809,45+,Female,Expats,Graduated,1900,mental disease depression,EG
6810,18-24,Male,Expats,No Degree,4500,mental disease depression,EG
6811,25-44,Male,Expats,No Degree,7100,mental disease depression,EG
6812,45+,Male,Expats,No Degree,2800,mental disease depression,EG
6813,18-24,Female,Expats,No Degree,2800,mental disease depression,EG
6814,25-44,Female,Expats,No Degree,4000,mental disease depression,EG
6815,45+,Female,Expats,No Degree,1700,mental disease depression,EG
6816,18-24,Male,Expats,High School,6600,mental disease depression,EG
6817,25-44,Male,Expats,High School,3600,mental disease depression,EG
6818,45+,Male,Expats,High School,970,mental disease depression,EG
6819,18-24,Female,Expats,High School,5800,mental disease depression,EG
6820,25-44,Female,Expats,High School,2500,mental disease depression,EG
6821,45+,Female,Expats,High School,540,mental disease depression,EG
6822,18-24,Male,Locals,Graduated,190000,mental disease depression,EG
6823,25-44,Male,Locals,Graduated,320000,mental disease depression,EG
6824,45+,Male,Locals,Graduated,82000,mental disease depression,EG
6825,18-24,Female,Locals,Graduated,210000,mental disease depression,EG
6826,25-44,Female,Locals,Graduated,300000,mental disease depression,EG
6827,45+,Female,Locals,Graduated,42000,mental disease depression,EG
6828,18-24,Male,Locals,No Degree,96000,mental disease depression,EG
6829,25-44,Male,Locals,No Degree,180000,mental disease depression,EG
6830,45+,Male,Locals,No Degree,88000,mental disease depression,EG
6831,18-24,Female,Locals,No Degree,95000,mental disease depression,EG
6832,25-44,Female,Locals,No Degree,130000,mental disease depression,EG
6833,45+,Female,Locals,No Degree,60000,mental disease depression,EG
6834,18-24,Male,Locals,High School,130000,mental disease depression,EG
6835,25-44,Male,Locals,High School,69000,mental disease depression,EG
6836,45+,Male,Locals,High School,21000,mental disease depression,EG
6837,18-24,Female,Locals,High School,180000,mental disease depression,EG
6838,25-44,Female,Locals,High School,50000,mental disease depression,EG
6839,45+,Female,Locals,High School,9400,mental disease depression,EG
6840,18-24,Male,Expats,Graduated,8700,mental disease depression,IQ
6841,25-44,Male,Expats,Graduated,14000,mental disease depression,IQ
6842,45+,Male,Expats,Graduated,2400,mental disease depression,IQ
6843,18-24,Female,Expats,Graduated,630,mental disease depression,IQ
6844,25-44,Female,Expats,Graduated,1400,mental disease depression,IQ
6845,45+,Female,Expats,Graduated,260,mental disease depression,IQ
6846,18-24,Male,Expats,No Degree,8500,mental disease depression,IQ
6847,25-44,Male,Expats,No Degree,8600,mental disease depression,IQ
6848,45+,Male,Expats,No Degree,1900,mental disease depression,IQ
6849,18-24,Female,Expats,No Degree,1000,mental disease depression,IQ
6850,25-44,Female,Expats,No Degree,1600,mental disease depression,IQ
6851,45+,Female,Expats,No Degree,500,mental disease depression,IQ
6852,18-24,Male,Expats,High School,4000,mental disease depression,IQ
6853,25-44,Male,Expats,High School,3600,mental disease depression,IQ
6854,45+,Male,Expats,High School,720,mental disease depression,IQ
6855,18-24,Female,Expats,High School,590,mental disease depression,IQ
6856,25-44,Female,Expats,High School,440,mental disease depression,IQ
6857,45+,Female,Expats,High School,80,mental disease depression,IQ
6858,18-24,Male,Locals,Graduated,84000,mental disease depression,IQ
6859,25-44,Male,Locals,Graduated,140000,mental disease depression,IQ
6860,45+,Male,Locals,Graduated,25000,mental disease depression,IQ
6861,18-24,Female,Locals,Graduated,7000,mental disease depression,IQ
6862,25-44,Female,Locals,Graduated,15000,mental disease depression,IQ
6863,45+,Female,Locals,Graduated,4400,mental disease depression,IQ
6864,18-24,Male,Locals,No Degree,190000,mental disease depression,IQ
6865,25-44,Male,Locals,No Degree,180000,mental disease depression,IQ
6866,45+,Male,Locals,No Degree,48000,mental disease depression,IQ
6867,18-24,Female,Locals,No Degree,12000,mental disease depression,IQ
6868,25-44,Female,Locals,No Degree,17000,mental disease depression,IQ
6869,45+,Female,Locals,No Degree,9600,mental disease depression,IQ
6870,18-24,Male,Locals,High School,51000,mental disease depression,IQ
6871,25-44,Male,Locals,High School,44000,mental disease depression,IQ
6872,45+,Male,Locals,High School,8700,mental disease depression,IQ
6873,18-24,Female,Locals,High School,6400,mental disease depression,IQ
6874,25-44,Female,Locals,High School,4500,mental disease depression,IQ
6875,45+,Female,Locals,High School,1600,mental disease depression,IQ
6876,18-24,Male,Expats,Graduated,3000,mental disease depression,JO
6877,25-44,Male,Expats,Graduated,12000,mental disease depression,JO
6878,45+,Male,Expats,Graduated,2100,mental disease depression,JO
6879,18-24,Female,Expats,Graduated,2600,mental disease depression,JO
6880,25-44,Female,Expats,Graduated,9200,mental disease depression,JO
6881,45+,Female,Expats,Graduated,1900,mental disease depression,JO
6882,18-24,Male,Expats,No Degree,3900,mental disease depression,JO
6883,25-44,Male,Expats,No Degree,9500,mental disease depression,JO
6884,45+,Male,Expats,No Degree,2700,mental disease depression,JO
6885,18-24,Female,Expats,No Degree,1600,mental disease depression,JO
6886,25-44,Female,Expats,No Degree,5500,mental disease depression,JO
6887,45+,Female,Expats,No Degree,2400,mental disease depression,JO
6888,18-24,Male,Expats,High School,3000,mental disease depression,JO
6889,25-44,Male,Expats,High School,4100,mental disease depression,JO
6890,45+,Male,Expats,High School,690,mental disease depression,JO
6891,18-24,Female,Expats,High School,2700,mental disease depression,JO
6892,25-44,Female,Expats,High School,2800,mental disease depression,JO
