,age_range,gender,citizenship,scholarity,audience,topic,country_code
6120,18-24,Male,Expats,Graduated,180000,mobile phones gadgets,DZ
6121,25-44,Male,Expats,Graduated,200000,mobile phones gadgets,DZ
6122,45+,Male,Expats,Graduated,25000,mobile phones gadgets,DZ
6123,18-24,Female,Expats,Graduated,80000,mobile phones gadgets,DZ
6124,25-44,Female,Expats,Graduated,51000,mobile phones gadgets,DZ
6125,45+,Female,Expats,Graduated,7300,mobile phones gadgets,DZ
6126,18-24,Male,Expats,No Degree,180000,mobile phones gadgets,DZ
6127,25-44,Male,Expats,No Degree,280000,mobile phones gadgets,DZ
6128,45+,Male,Expats,No Degree,45000,mobile phones gadgets,DZ
6129,18-24,Female,Expats,No Degree,110000,mobile phones gadgets,DZ
6130,25-44,Female,Expats,No Degree,92000,mobile phones gadgets,DZ
6131,45+,Female,Expats,No Degree,14000,mobile phones gadgets,DZ
6132,18-24,Male,Expats,High School,70000,mobile phones gadgets,DZ
6133,25-44,Male,Expats,High School,49000,mobile phones gadgets,DZ
6134,45+,Male,Expats,High School,8700,mobile phones gadgets,DZ
6135,18-24,Female,Expats,High School,33000,mobile phones gadgets,DZ
6136,25-44,Female,Expats,High School,14000,mobile phones gadgets,DZ
6137,45+,Female,Expats,High School,3100,mobile phones gadgets,DZ
6138,18-24,Male,Locals,Graduated,860000,mobile phones gadgets,DZ
6139,25-44,Male,Locals,Graduated,1300000,mobile phones gadgets,DZ
6140,45+,Male,Locals,Graduated,140000,mobile phones gadgets,DZ
6141,18-24,Female,Locals,Graduated,620000,mobile phones gadgets,DZ
6142,25-44,Female,Locals,Graduated,580000,mobile phones gadgets,DZ
6143,45+,Female,Locals,Graduated,51000,mobile phones gadgets,DZ
6144,18-24,Male,Locals,No Degree,1800000,mobile phones gadgets,DZ
6145,25-44,Male,Locals,No Degree,2400000,mobile phones gadgets,DZ
6146,45+,Male,Locals,No Degree,380000,mobile phones gadgets,DZ
6147,18-24,Female,Locals,No Degree,1400000,mobile phones gadgets,DZ
6148,25-44,Female,Locals,No Degree,1100000,mobile phones gadgets,DZ
6149,45+,Female,Locals,No Degree,150000,mobile phones gadgets,DZ
6150,18-24,Male,Locals,High School,410000,mobile phones gadgets,DZ
6151,25-44,Male,Locals,High School,380000,mobile phones gadgets,DZ
6152,45+,Male,Locals,High School,56000,mobile phones gadgets,DZ
6153,18-24,Female,Locals,High School,320000,mobile phones gadgets,DZ
6154,25-44,Female,Locals,High School,150000,mobile phones gadgets,DZ
6155,45+,Female,Locals,High School,23000,mobile phones gadgets,DZ
6156,18-24,Male,Expats,Graduated,27000,mobile phones gadgets,BH
6157,25-44,Male,Expats,Graduated,140000,mobile phones gadgets,BH
6158,45+,Male,Expats,Graduated,20000,mobile phones gadgets,BH
6159,18-24,Female,Expats,Graduated,7400,mobile phones gadgets,BH
6160,25-44,Female,Expats,Graduated,46000,mobile phones gadgets,BH
6161,45+,Female,Expats,Graduated,8300,mobile phones gadgets,BH
6162,18-24,Male,Expats,No Degree,59000,mobile phones gadgets,BH
6163,25-44,Male,Expats,No Degree,160000,mobile phones gadgets,BH
6164,45+,Male,Expats,No Degree,29000,mobile phones gadgets,BH
6165,18-24,Female,Expats,No Degree,16000,mobile phones gadgets,BH
6166,25-44,Female,Expats,No Degree,38000,mobile phones gadgets,BH
6167,45+,Female,Expats,No Degree,8800,mobile phones gadgets,BH
6168,18-24,Male,Expats,High School,12000,mobile phones gadgets,BH
6169,25-44,Male,Expats,High School,38000,mobile phones gadgets,BH
6170,45+,Male,Expats,High School,6600,mobile phones gadgets,BH
6171,18-24,Female,Expats,High School,4900,mobile phones gadgets,BH
6172,25-44,Female,Expats,High School,15000,mobile phones gadgets,BH
6173,45+,Female,Expats,High School,2700,mobile phones gadgets,BH
6174,18-24,Male,Locals,Graduated,6200,mobile phones gadgets,BH
6175,25-44,Male,Locals,Graduated,20000,mobile phones gadgets,BH
6176,45+,Male,Locals,Graduated,3700,mobile phones gadgets,BH
6177,18-24,Female,Locals,Graduated,3500,mobile phones gadgets,BH
6178,25-44,Female,Locals,Graduated,10000,mobile phones gadgets,BH
6179,45+,Female,Locals,Graduated,1100,mobile phones gadgets,BH
6180,18-24,Male,Locals,No Degree,17000,mobile phones gadgets,BH
6181,25-44,Male,Locals,No Degree,30000,mobile phones gadgets,BH
6182,45+,Male,Locals,No Degree,7600,mobile phones gadgets,BH
6183,18-24,Female,Locals,No Degree,8400,mobile phones gadgets,BH
6184,25-44,Female,Locals,No Degree,14000,mobile phones gadgets,BH
6185,45+,Female,Locals,No Degree,2900,mobile phones gadgets,BH
6186,18-24,Male,Locals,High School,4400,mobile phones gadgets,BH
6187,25-44,Male,Locals,High School,6200,mobile phones gadgets,BH
6188,45+,Male,Locals,High School,1200,mobile phones gadgets,BH
6189,18-24,Female,Locals,High School,3700,mobile phones gadgets,BH
6190,25-44,Female,Locals,High School,2700,mobile phones gadgets,BH
6191,45+,Female,Locals,High School,360,mobile phones gadgets,BH
6192,18-24,Male,Expats,Graduated,130000,mobile phones gadgets,EG
6193,25-44,Male,Expats,Graduated,230000,mobile phones gadgets,EG
6194,45+,Male,Expats,Graduated,38000,mobile phones gadgets,EG
6195,18-24,Female,Expats,Graduated,55000,mobile phones gadgets,EG
6196,25-44,Female,Expats,Graduated,86000,mobile phones gadgets,EG
6197,45+,Female,Expats,Graduated,14000,mobile phones gadgets,EG
6198,18-24,Male,Expats,No Degree,100000,mobile phones gadgets,EG
6199,25-44,Male,Expats,No Degree,160000,mobile phones gadgets,EG
6200,45+,Male,Expats,No Degree,35000,mobile phones gadgets,EG
