,age_range,gender,citizenship,scholarity,audience,topic,country_code
6732,18-24,Male,Expats,Graduated,16000,mental disease depression,DZ
6733,25-44,Male,Expats,Graduated,15000,mental disease depression,DZ
6734,45+,Male,Expats,Graduated,2100,mental disease depression,DZ
6735,18-24,Female,Expats,Graduated,6500,mental disease depression,DZ
6736,25-44,Female,Expats,Graduated,4600,mental disease depression,DZ
6737,45+,Female,Expats,Graduated,820,mental disease depression,DZ
6738,18-24,Male,Expats,No Degree,7800,mental disease depression,DZ
6739,25-44,Male,Expats,No Degree,13000,mental disease depression,DZ
6740,45+,Male,Expats,No Degree,2400,mental disease depression,DZ
6741,18-24,Female,Expats,No Degree,4800,mental disease depression,DZ
6742,25-44,Female,Expats,No Degree,5600,mental disease depression,DZ
6743,45+,Female,Expats,No Degree,1300,mental disease depression,DZ
6744,18-24,Male,Expats,High School,5500,mental disease depression,DZ
6745,25-44,Male,Expats,High School,3800,mental disease depression,DZ
6746,45+,Male,Expats,High School,560,mental disease depression,DZ
6747,18-24,Female,Expats,High School,2800,mental disease depression,DZ
6748,25-44,Female,Expats,High School,1300,mental disease depression,DZ
6749,45+,Female,Expats,High School,380,mental disease depression,DZ
6750,18-24,Male,Locals,Graduated,69000,mental disease depression,DZ
6751,25-44,Male,Locals,Graduated,110000,mental disease depression,DZ
6752,45+,Male,Locals,Graduated,11000,mental disease depression,DZ
6753,18-24,Female,Locals,Graduated,58000,mental disease depression,DZ
6754,25-44,Female,Locals,Graduated,70000,mental disease depression,DZ
6755,45+,Female,Locals,Graduated,6400,mental disease depression,DZ
6756,18-24,Male,Locals,No Degree,73000,mental disease depression,DZ
6757,25-44,Male,Locals,No Degree,150000,mental disease depression,DZ
6758,45+,Male,Locals,No Degree,20000,mental disease depression,DZ
6759,18-24,Female,Locals,No Degree,62000,mental disease depression,DZ
6760,25-44,Female,Locals,No Degree,84000,mental disease depression,DZ
6761,45+,Female,Locals,No Degree,13000,mental disease depression,DZ
6762,18-24,Male,Locals,High School,33000,mental disease depression,DZ
6763,25-44,Male,Locals,High School,33000,mental disease depression,DZ
6764,45+,Male,Locals,High School,4600,mental disease depression,DZ
6765,18-24,Female,Locals,High School,29000,mental disease depression,DZ
6766,25-44,Female,Locals,High School,16000,mental disease depression,DZ
6767,45+,Female,Locals,High School,3100,mental disease depression,DZ
6768,18-24,Male,Expats,Graduated,640,mental disease depression,BH
6769,25-44,Male,Expats,Graduated,1900,mental disease depression,BH
6770,45+,Male,Expats,Graduated,430,mental disease depression,BH
6771,18-24,Female,Expats,Graduated,460,mental disease depression,BH
6772,25-44,Female,Expats,Graduated,3000,mental disease depression,BH
6773,45+,Female,Expats,Graduated,570,mental disease depression,BH
6774,18-24,Male,Expats,No Degree,720,mental disease depression,BH
6775,25-44,Male,Expats,No Degree,1500,mental disease depression,BH
6776,45+,Male,Expats,No Degree,450,mental disease depression,BH
6777,18-24,Female,Expats,No Degree,330,mental disease depression,BH
6778,25-44,Female,Expats,No Degree,980,mental disease depression,BH
6779,45+,Female,Expats,No Degree,240,mental disease depression,BH
6780,18-24,Male,Expats,High School,360,mental disease depression,BH
6781,25-44,Male,Expats,High School,590,mental disease depression,BH
6782,45+,Male,Expats,High School,160,mental disease depression,BH
6783,18-24,Female,Expats,High School,240,mental disease depression,BH
6784,25-44,Female,Expats,High School,820,mental disease depression,BH
6785,45+,Female,Expats,High School,130,mental disease depression,BH
6786,18-24,Male,Locals,Graduated,120,mental disease depression,BH
6787,25-44,Male,Locals,Graduated,250,mental disease depression,BH
6788,45+,Male,Locals,Graduated,40,mental disease depression,BH
6789,18-24,Female,Locals,Graduated,190,mental disease depression,BH
6790,25-44,Female,Locals,Graduated,620,mental disease depression,BH
6791,45+,Female,Locals,Graduated,90,mental disease depression,BH
6792,18-24,Male,Locals,No Degree,80,mental disease depression,BH
6793,25-44,Male,Locals,No Degree,120,mental disease depression,BH
6794,45+,Male,Locals,No Degree,50,mental disease depression,BH
6795,18-24,Female,Locals,No Degree,180,mental disease depression,BH
6796,25-44,Female,Locals,No Degree,420,mental disease depression,BH
6797,45+,Female,Locals,No Degree,60,mental disease depression,BH
6798,18-24,Male,Locals,High School,90,mental disease depression,BH
6799,25-44,Male,Locals,High School,80,mental disease depression,BH
6800,45+,Male,Locals,High School,20,mental disease depression,BH
6801,18-24,Female,Locals,High School,130,mental disease depression,BH
6802,25-44,Female,Locals,High School,110,mental disease depression,BH
6803,45+,Female,Locals,High School,20,mental disease depression,BH
6804,18-24,Male,Expats,Graduated,11000,mental disease depression,EG
6805,25-44,Male,Expats,Graduated,17000,mental disease depression,EG
6806,45+,Male,Expats,Graduated,4300,mental disease depression,EG
6807,18-24,Female,Expats,Graduated,6900,mental disease depression,EG
6808,25-44,Female,Expats,Graduated,12000,mental disease depression,EG
6809,45+,Female,Expats,Graduated,2000,mental disease depression,EG
6810,18-24,Male,Expats,No Degree,4900,mental disease depression,EG
6811,25-44,Male,Expats,No Degree,7800,mental disease depression,EG
6812,45+,Male,Expats,No Degree,3000,mental disease depression,EG
6813,18-24,Female,Expats,No Degree,3000,mental disease depression,EG
6814,25-44,Female,Expats,No Degree,4500,mental disease depression,EG
6815,45+,Female,Expats,No Degree,1900,mental disease depression,EG
6816,18-24,Male,Expats,High School,7000,mental disease depression,EG
6817,25-44,Male,Expats,High School,3900,mental disease depression,EG
6818,45+,Male,Expats,High School,1000,mental disease depression,EG
6819,18-24,Female,Expats,High School,6300,mental disease depression,EG
6820,25-44,Female,Expats,High School,2700,mental disease depression,EG
6821,45+,Female,Expats,High School,570,mental disease depression,EG
6822,18-24,Male,Locals,Graduated,210000,mental disease depression,EG
6823,25-44,Male,Locals,Graduated,340000,mental disease depression,EG
6824,45+,Male,Locals,Graduated,86000,mental disease depression,EG
6825,18-24,Female,Locals,Graduated,230000,mental disease depression,EG
6826,25-44,Female,Locals,Graduated,330000,mental disease depression,EG
6827,45+,Female,Locals,Graduated,46000,mental disease depression,EG
6828,18-24,Male,Locals,No Degree,110000,mental disease depression,EG
6829,25-44,Male,Locals,No Degree,200000,mental disease depression,EG
