,age_range,gender,citizenship,scholarity,audience,topic,country_code
5508,18-24,Male,Expats,Graduated,16000,fast food,DZ
5509,25-44,Male,Expats,Graduated,13000,fast food,DZ
5510,45+,Male,Expats,Graduated,1500,fast food,DZ
5511,18-24,Female,Expats,Graduated,6800,fast food,DZ
5512,25-44,Female,Expats,Graduated,4900,fast food,DZ
5513,45+,Female,Expats,Graduated,830,fast food,DZ
5514,18-24,Male,Expats,No Degree,7400,fast food,DZ
5515,25-44,Male,Expats,No Degree,7800,fast food,DZ
5516,45+,Male,Expats,No Degree,1300,fast food,DZ
5517,18-24,Female,Expats,No Degree,4300,fast food,DZ
5518,25-44,Female,Expats,No Degree,4300,fast food,DZ
5519,45+,Female,Expats,No Degree,970,fast food,DZ
5520,18-24,Male,Expats,High School,6700,fast food,DZ
5521,25-44,Male,Expats,High School,3300,fast food,DZ
5522,45+,Male,Expats,High School,480,fast food,DZ
5523,18-24,Female,Expats,High School,3500,fast food,DZ
5524,25-44,Female,Expats,High School,1200,fast food,DZ
5525,45+,Female,Expats,High School,320,fast food,DZ
5526,18-24,Male,Locals,Graduated,59000,fast food,DZ
5527,25-44,Male,Locals,Graduated,78000,fast food,DZ
5528,45+,Male,Locals,Graduated,6400,fast food,DZ
5529,18-24,Female,Locals,Graduated,58000,fast food,DZ
5530,25-44,Female,Locals,Graduated,70000,fast food,DZ
5531,45+,Female,Locals,Graduated,5800,fast food,DZ
5532,18-24,Male,Locals,No Degree,50000,fast food,DZ
5533,25-44,Male,Locals,No Degree,77000,fast food,DZ
5534,45+,Male,Locals,No Degree,8900,fast food,DZ
5535,18-24,Female,Locals,No Degree,54000,fast food,DZ
5536,25-44,Female,Locals,No Degree,65000,fast food,DZ
5537,45+,Female,Locals,No Degree,9700,fast food,DZ
5538,18-24,Male,Locals,High School,29000,fast food,DZ
5539,25-44,Male,Locals,High School,21000,fast food,DZ
5540,45+,Male,Locals,High School,2300,fast food,DZ
5541,18-24,Female,Locals,High School,31000,fast food,DZ
