,age_range,gender,citizenship,scholarity,audience,topic,country_code
6732,18-24,Male,Expats,Graduated,13000,mental disease depression,DZ
6733,25-44,Male,Expats,Graduated,12000,mental disease depression,DZ
6734,45+,Male,Expats,Graduated,1600,mental disease depression,DZ
6735,18-24,Female,Expats,Graduated,4700,mental disease depression,DZ
6736,25-44,Female,Expats,Graduated,3200,mental disease depression,DZ
6737,45+,Female,Expats,Graduated,630,mental disease depression,DZ
6738,18-24,Male,Expats,No Degree,5200,mental disease depression,DZ
6739,25-44,Male,Expats,No Degree,9000,mental disease depression,DZ
6740,45+,Male,Expats,No Degree,1600,mental disease depression,DZ
6741,18-24,Female,Expats,No Degree,2800,mental disease depression,DZ
6742,25-44,Female,Expats,No Degree,3300,mental disease depression,DZ
6743,45+,Female,Expats,No Degree,770,mental disease depression,DZ
6744,18-24,Male,Expats,High School,4400,mental disease depression,DZ
6745,25-44,Male,Expats,High School,2900,mental disease depression,DZ
6746,45+,Male,Expats,High School,470,mental disease depression,DZ
6747,18-24,Female,Expats,High School,2300,mental disease depression,DZ
6748,25-44,Female,Expats,High School,810,mental disease depression,DZ
6749,45+,Female,Expats,High School,270,mental disease depression,DZ
6750,18-24,Male,Locals,Graduated,55000,mental disease depression,DZ
6751,25-44,Male,Locals,Graduated,89000,mental disease depression,DZ
6752,45+,Male,Locals,Graduated,8600,mental disease depression,DZ
6753,18-24,Female,Locals,Graduated,45000,mental disease depression,DZ
6754,25-44,Female,Locals,Graduated,47000,mental disease depression,DZ
6755,45+,Female,Locals,Graduated,4300,mental disease depression,DZ
6756,18-24,Male,Locals,No Degree,54000,mental disease depression,DZ
6757,25-44,Male,Locals,No Degree,110000,mental disease depression,DZ
6758,45+,Male,Locals,No Degree,14000,mental disease depression,DZ
6759,18-24,Female,Locals,No Degree,44000,mental disease depression,DZ
6760,25-44,Female,Locals,No Degree,53000,mental disease depression,DZ
6761,45+,Female,Locals,No Degree,8200,mental disease depression,DZ
6762,18-24,Male,Locals,High School,24000,mental disease depression,DZ
6763,25-44,Male,Locals,High School,26000,mental disease depression,DZ
6764,45+,Male,Locals,High School,3500,mental disease depression,DZ
6765,18-24,Female,Locals,High School,22000,mental disease depression,DZ
6766,25-44,Female,Locals,High School,11000,mental disease depression,DZ
6767,45+,Female,Locals,High School,2100,mental disease depression,DZ
6768,18-24,Male,Expats,Graduated,480,mental disease depression,BH
6769,25-44,Male,Expats,Graduated,1400,mental disease depression,BH
6770,45+,Male,Expats,Graduated,320,mental disease depression,BH
6771,18-24,Female,Expats,Graduated,300,mental disease depression,BH
6772,25-44,Female,Expats,Graduated,2400,mental disease depression,BH
6773,45+,Female,Expats,Graduated,420,mental disease depression,BH
6774,18-24,Male,Expats,No Degree,540,mental disease depression,BH
6775,25-44,Male,Expats,No Degree,1200,mental disease depression,BH
6776,45+,Male,Expats,No Degree,320,mental disease depression,BH
6777,18-24,Female,Expats,No Degree,180,mental disease depression,BH
6778,25-44,Female,Expats,No Degree,660,mental disease depression,BH
6779,45+,Female,Expats,No Degree,160,mental disease depression,BH
6780,18-24,Male,Expats,High School,200,mental disease depression,BH
6781,25-44,Male,Expats,High School,470,mental disease depression,BH
6782,45+,Male,Expats,High School,90,mental disease depression,BH
6783,18-24,Female,Expats,High School,160,mental disease depression,BH
6784,25-44,Female,Expats,High School,690,mental disease depression,BH
6785,45+,Female,Expats,High School,90,mental disease depression,BH
6786,18-24,Male,Locals,Graduated,190,mental disease depression,BH
6787,25-44,Male,Locals,Graduated,490,mental disease depression,BH
6788,45+,Male,Locals,Graduated,80,mental disease depression,BH
6789,18-24,Female,Locals,Graduated,290,mental disease depression,BH
6790,25-44,Female,Locals,Graduated,720,mental disease depression,BH
6791,45+,Female,Locals,Graduated,70,mental disease depression,BH
6792,18-24,Male,Locals,No Degree,190,mental disease depression,BH
