,age_range,gender,citizenship,scholarity,audience,topic,country_code
3060,18-24,Male,Expats,Graduated,5900,diabetes awareness,DZ
3061,25-44,Male,Expats,Graduated,7300,diabetes awareness,DZ
3062,45+,Male,Expats,Graduated,1700,diabetes awareness,DZ
3063,18-24,Female,Expats,Graduated,2600,diabetes awareness,DZ
3064,25-44,Female,Expats,Graduated,2500,diabetes awareness,DZ
3065,45+,Female,Expats,Graduated,720,diabetes awareness,DZ
3066,18-24,Male,Expats,No Degree,3900,diabetes awareness,DZ
3067,25-44,Male,Expats,No Degree,6700,diabetes awareness,DZ
3068,45+,Male,Expats,No Degree,1800,diabetes awareness,DZ
3069,18-24,Female,Expats,No Degree,1900,diabetes awareness,DZ
3070,25-44,Female,Expats,No Degree,2900,diabetes awareness,DZ
3071,45+,Female,Expats,No Degree,930,diabetes awareness,DZ
3072,18-24,Male,Expats,High School,2100,diabetes awareness,DZ
3073,25-44,Male,Expats,High School,1800,diabetes awareness,DZ
3074,45+,Male,Expats,High School,480,diabetes awareness,DZ
3075,18-24,Female,Expats,High School,980,diabetes awareness,DZ
3076,25-44,Female,Expats,High School,450,diabetes awareness,DZ
3077,45+,Female,Expats,High School,240,diabetes awareness,DZ
3078,18-24,Male,Locals,Graduated,27000,diabetes awareness,DZ
3079,25-44,Male,Locals,Graduated,58000,diabetes awareness,DZ
3080,45+,Male,Locals,Graduated,12000,diabetes awareness,DZ
3081,18-24,Female,Locals,Graduated,25000,diabetes awareness,DZ
3082,25-44,Female,Locals,Graduated,38000,diabetes awareness,DZ
3083,45+,Female,Locals,Graduated,6300,diabetes awareness,DZ
3084,18-24,Male,Locals,No Degree,36000,diabetes awareness,DZ
3085,25-44,Male,Locals,No Degree,80000,diabetes awareness,DZ
3086,45+,Male,Locals,No Degree,20000,diabetes awareness,DZ
3087,18-24,Female,Locals,No Degree,27000,diabetes awareness,DZ
3088,25-44,Female,Locals,No Degree,42000,diabetes awareness,DZ
3089,45+,Female,Locals,No Degree,11000,diabetes awareness,DZ
3090,18-24,Male,Locals,High School,13000,diabetes awareness,DZ
3091,25-44,Male,Locals,High School,17000,diabetes awareness,DZ
3092,45+,Male,Locals,High School,4300,diabetes awareness,DZ
3093,18-24,Female,Locals,High School,11000,diabetes awareness,DZ
3094,25-44,Female,Locals,High School,8600,diabetes awareness,DZ
3095,45+,Female,Locals,High School,2600,diabetes awareness,DZ
3096,18-24,Male,Expats,Graduated,650,diabetes awareness,BH
3097,25-44,Male,Expats,Graduated,2400,diabetes awareness,BH
3098,45+,Male,Expats,Graduated,630,diabetes awareness,BH
3099,18-24,Female,Expats,Graduated,120,diabetes awareness,BH
3100,25-44,Female,Expats,Graduated,1600,diabetes awareness,BH
3101,45+,Female,Expats,Graduated,1000,diabetes awareness,BH
3102,18-24,Male,Expats,No Degree,580,diabetes awareness,BH
3103,25-44,Male,Expats,No Degree,1400,diabetes awareness,BH
3104,45+,Male,Expats,No Degree,450,diabetes awareness,BH
3105,18-24,Female,Expats,No Degree,130,diabetes awareness,BH
3106,25-44,Female,Expats,No Degree,640,diabetes awareness,BH
3107,45+,Female,Expats,No Degree,670,diabetes awareness,BH
3108,18-24,Male,Expats,High School,170,diabetes awareness,BH
3109,25-44,Male,Expats,High School,490,diabetes awareness,BH
3110,45+,Male,Expats,High School,170,diabetes awareness,BH
3111,18-24,Female,Expats,High School,60,diabetes awareness,BH
3112,25-44,Female,Expats,High School,580,diabetes awareness,BH
3113,45+,Female,Expats,High School,310,diabetes awareness,BH
3114,18-24,Male,Locals,Graduated,80,diabetes awareness,BH
3115,25-44,Male,Locals,Graduated,250,diabetes awareness,BH
3116,45+,Male,Locals,Graduated,110,diabetes awareness,BH
3117,18-24,Female,Locals,Graduated,70,diabetes awareness,BH
3118,25-44,Female,Locals,Graduated,240,diabetes awareness,BH
3119,45+,Female,Locals,Graduated,30,diabetes awareness,BH
3120,18-24,Male,Locals,No Degree,20,diabetes awareness,BH
3121,25-44,Male,Locals,No Degree,160,diabetes awareness,BH
3122,45+,Male,Locals,No Degree,60,diabetes awareness,BH
3123,18-24,Female,Locals,No Degree,20,diabetes awareness,BH
3124,25-44,Female,Locals,No Degree,160,diabetes awareness,BH
3125,45+,Female,Locals,No Degree,20,diabetes awareness,BH
3126,18-24,Male,Locals,High School,20,diabetes awareness,BH
3127,25-44,Male,Locals,High School,80,diabetes awareness,BH
3128,45+,Male,Locals,High School,30,diabetes awareness,BH
3129,18-24,Female,Locals,High School,50,diabetes awareness,BH
3130,25-44,Female,Locals,High School,40,diabetes awareness,BH
3131,45+,Female,Locals,High School,20,diabetes awareness,BH
3132,18-24,Male,Expats,Graduated,3800,diabetes awareness,EG
3133,25-44,Male,Expats,Graduated,7700,diabetes awareness,EG
3134,45+,Male,Expats,Graduated,3300,diabetes awareness,EG
3135,18-24,Female,Expats,Graduated,1800,diabetes awareness,EG
3136,25-44,Female,Expats,Graduated,4200,diabetes awareness,EG
3137,45+,Female,Expats,Graduated,1600,diabetes awareness,EG
3138,18-24,Male,Expats,No Degree,2000,diabetes awareness,EG
3139,25-44,Male,Expats,No Degree,3400,diabetes awareness,EG
3140,45+,Male,Expats,No Degree,2200,diabetes awareness,EG
3141,18-24,Female,Expats,No Degree,800,diabetes awareness,EG
3142,25-44,Female,Expats,No Degree,1800,diabetes awareness,EG
3143,45+,Female,Expats,No Degree,1800,diabetes awareness,EG
3144,18-24,Male,Expats,High School,2400,diabetes awareness,EG
