,ages_ranges,genders,behavior,scholarities,audience,topic,country_code
5508,18-24,1.0,Expats,Graduated,110,Social Moviment,Alabama
5509,25-44,1.0,Expats,Graduated,310,Social Moviment,Alabama
5510,45+,1.0,Expats,Graduated,130,Social Moviment,Alabama
5511,18-24,2.0,Expats,Graduated,60,Social Moviment,Alabama
5512,25-44,2.0,Expats,Graduated,280,Social Moviment,Alabama
5513,45+,2.0,Expats,Graduated,170,Social Moviment,Alabama
5514,18-24,1.0,Expats,No Degree,50,Social Moviment,Alabama
5515,25-44,1.0,Expats,No Degree,150,Social Moviment,Alabama
5516,45+,1.0,Expats,No Degree,50,Social Moviment,Alabama
5517,18-24,2.0,Expats,No Degree,30,Social Moviment,Alabama
5518,25-44,2.0,Expats,No Degree,110,Social Moviment,Alabama
5519,45+,2.0,Expats,No Degree,70,Social Moviment,Alabama
5520,18-24,1.0,Expats,High School,70,Social Moviment,Alabama
5521,25-44,1.0,Expats,High School,140,Social Moviment,Alabama
5522,45+,1.0,Expats,High School,40,Social Moviment,Alabama
5523,18-24,2.0,Expats,High School,80,Social Moviment,Alabama
5524,25-44,2.0,Expats,High School,140,Social Moviment,Alabama
5525,45+,2.0,Expats,High School,60,Social Moviment,Alabama
5526,18-24,1.0,Locals,Graduated,900,Social Moviment,Alabama
5527,25-44,1.0,Locals,Graduated,4200,Social Moviment,Alabama
5528,45+,1.0,Locals,Graduated,3900,Social Moviment,Alabama
5529,18-24,2.0,Locals,Graduated,1300,Social Moviment,Alabama
5530,25-44,2.0,Locals,Graduated,7800,Social Moviment,Alabama
5531,45+,2.0,Locals,Graduated,7200,Social Moviment,Alabama
5532,18-24,1.0,Locals,No Degree,420,Social Moviment,Alabama
5533,25-44,1.0,Locals,No Degree,1100,Social Moviment,Alabama
5534,45+,1.0,Locals,No Degree,1400,Social Moviment,Alabama
5535,18-24,2.0,Locals,No Degree,660,Social Moviment,Alabama
5536,25-44,2.0,Locals,No Degree,1600,Social Moviment,Alabama
5537,45+,2.0,Locals,No Degree,2500,Social Moviment,Alabama
5538,18-24,1.0,Locals,High School,1300,Social Moviment,Alabama
5539,25-44,1.0,Locals,High School,2900,Social Moviment,Alabama
5540,45+,1.0,Locals,High School,2100,Social Moviment,Alabama
5541,18-24,2.0,Locals,High School,2300,Social Moviment,Alabama
5542,25-44,2.0,Locals,High School,5000,Social Moviment,Alabama
5543,45+,2.0,Locals,High School,4200,Social Moviment,Alabama
5544,18-24,1.0,Expats,Graduated,30,Social Moviment,Alaska
5545,25-44,1.0,Expats,Graduated,70,Social Moviment,Alaska
